day of year,month,year,crime
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,burglary
1,Jan,2015,theft f/auto
1,Jan,2015,robbery
1,Jan,2015,robbery
1,Jan,2015,robbery
1,Jan,2015,robbery
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,robbery
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft/other
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,robbery
1,Jan,2015,sex abuse
1,Jan,2015,sex abuse
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,burglary
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,burglary
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,burglary
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,burglary
1,Jan,2015,theft f/auto
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,burglary
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,robbery
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft f/auto
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,burglary
1,Jan,2015,theft f/auto
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,sex abuse
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,burglary
1,Jan,2015,theft f/auto
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,motor vehicle theft
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,burglary
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,robbery
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,burglary
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,robbery
1,Jan,2015,robbery
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,burglary
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,motor vehicle theft
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft f/auto
1,Jan,2015,robbery
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,robbery
1,Jan,2015,burglary
1,Jan,2015,burglary
1,Jan,2015,motor vehicle theft
1,Jan,2015,burglary
1,Jan,2015,theft f/auto
1,Jan,2015,theft f/auto
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,theft/other
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,assault w/dangerous weapon
1,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,homicide
2,Jan,2015,homicide
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,burglary
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,burglary
2,Jan,2015,burglary
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,robbery
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft f/auto
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,sex abuse
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,burglary
2,Jan,2015,robbery
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,burglary
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,burglary
2,Jan,2015,robbery
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,homicide
2,Jan,2015,burglary
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,motor vehicle theft
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,motor vehicle theft
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,burglary
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft f/auto
2,Jan,2015,burglary
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft f/auto
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,robbery
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,robbery
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,motor vehicle theft
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,burglary
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,robbery
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,robbery
2,Jan,2015,theft/other
2,Jan,2015,assault w/dangerous weapon
2,Jan,2015,theft/other
2,Jan,2015,burglary
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft f/auto
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,theft/other
2,Jan,2015,theft f/auto
2,Jan,2015,motor vehicle theft
2,Jan,2015,motor vehicle theft
2,Jan,2015,theft/other
2,Jan,2015,theft/other
